"row_type","row_id","paper_year","question_number_or_topic_id","text_preview","flags","sample_reason","decision","notes","assign_topic_id","difficulty","stimulus_preview"
"question","f7f428aa-ebf8-4af7-b9bf-12cfbb57be85","2020","1","Q.1) Based on the statements mentioned below find the type of farming system? Statement I – Use of less herbicides Statement II – Use of les","non_ascii_suspect;mcq_no_correct_option;no_primary_tag","flagged","","","2fd2d779-63c9-4129-9436-0afbe836c6f9","",""
"question","a007a91e-b1dd-4a0d-8026-745ba975b4d2","2020","1","Q.1) Who is sitting on the immediate left of Ginni?","mcq_no_correct_option;no_primary_tag","flagged","","","49d20336-ad3d-48c7-b172-fdd9c3d17e7f","",""
"question","d94043e9-7378-4df9-b04a-0040948ee376","2020","2","Q.2) What is the kind of mushroom that ages well and forms gills and wrinkled umbrella?","mcq_no_correct_option;no_primary_tag","flagged","","","c6ebe13d-7510-4c1e-95fa-74ea2b14f4e4","",""
"question","3c6cee47-96b6-494e-bc86-64060a4d3ea2","2020","2","Q.2) How many persons sit between Kavya and Sana, with left of Sana?","mcq_no_correct_option;no_primary_tag","flagged","","","49d20336-ad3d-48c7-b172-fdd9c3d17e7f","",""
"question","e691e15f-1050-456a-8c02-81a653e1448b","2020","3","Q.3) Blue revolution is related to?","mcq_no_correct_option;no_primary_tag","flagged","","","59426b01-cc08-4d8d-85b9-9668f95fbfee","",""
"question","4122dd8d-f1cf-40a6-b3f7-46e17f84d938","2020","3","Q.3) Kavya belongs to which city among the following?","mcq_no_correct_option;no_primary_tag","flagged","","","49d20336-ad3d-48c7-b172-fdd9c3d17e7f","",""
"question","387f4613-3055-4110-892f-02786bd03782","2020","4","Q.4) What is the first milk produced by animals which is highly nutritious?","mcq_no_correct_option;no_primary_tag","flagged","","","c1faeb38-3982-4810-a1fb-3c9dedb97cce","",""
"question","dcd877f5-a586-4ba0-afd4-0e3100bfcb78","2020","4","Q.4) Who is an immediate neighbour of Gudia and Kavya?","mcq_no_correct_option;no_primary_tag","flagged","","","49d20336-ad3d-48c7-b172-fdd9c3d17e7f","",""
"question","94a4413a-cbe5-4b31-abc0-cc4f512c5310","2020","5","Q.5) Which of the following tillage implements perform harrowing action with rotating with stell discs","mcq_no_correct_option;no_primary_tag","flagged","","","8a8a6a97-f141-4f6b-aa19-b9c277bba87c","",""
"question","761951e1-949c-4cd2-8e39-51c41ad3bbd1","2020","5","Q.5) Who is sitting on the third left of Ginni?","mcq_no_correct_option;no_primary_tag","flagged","","","49d20336-ad3d-48c7-b172-fdd9c3d17e7f","",""
"question","2eb6a5eb-18d2-48b1-8857-7b61183c487d","2020","6","Q.6) What is the kind of forestry system which contains Trees, Crops, Pasteur for livestock?","mcq_no_correct_option;no_primary_tag","flagged","","","3b991e17-56af-488e-ad5e-b65fb0907df6","",""
"question","2bf6c5ef-0b59-4173-a3d3-8b07de3cc805","2020","6","Q.6) Eight boxes are placed one above the other in a stack. Which of the following box is placed immediately above Box H? I. Three boxes are","mcq_no_correct_option;no_primary_tag","flagged","","","93f445b2-4db4-45b1-acc5-b1bb8c21dc17","",""
"question","f325ef63-e37c-4586-8049-3b1b1fbcafa6","2020","7","Q.7) What is the kind of forestry system- for the community, to the community and by the community?","mcq_no_correct_option;no_primary_tag","flagged","","","2c6282c0-9d24-4452-82d4-57fe6495bfea","",""
"question","9bf83b14-28ab-4833-accb-a6fceda336aa","2020","7","Q.7) There are 6 people P, Q, R, S, T and U each lives on a different floor of a 6 storey building having 6 floors numbered 1 to 6 (the grou","non_ascii_suspect;mcq_no_correct_option;no_primary_tag","flagged","","","de689596-235b-4ead-8ba1-3431e1189e98","",""
"question","cded986c-43c8-4be9-906f-b14c9f1c19d0","2020","8","Q.8) As per the classification of type of farmers in India based land holding, what would be the land holding of marginal farmers?","mcq_no_correct_option;no_primary_tag","flagged","","","22357aa2-c8bb-4f30-95f2-36a1004236b8","",""
"question","e49673e0-8ab8-4517-849c-38395f5c1fa2","2020","8","Q.8) What will come in place of question mark (?) in the following series? 2B25, 3C24, ?, 5E22, 6F21","mcq_no_correct_option;no_primary_tag","flagged","","","ba50fea4-a0f8-4254-9e5c-dbd2046eacdc","",""
"question","40e3ea33-421f-4749-bbe6-1c0943bae764","2020","9","Q.9) Which is the best milk yielding indigenous breed of cattle?","mcq_no_correct_option;no_primary_tag","flagged","","","82ddc866-0fc6-4c1c-9233-b40b3a1b0c58","",""
"question","93bd83ff-b9e4-44d7-a309-1665863832f4","2020","9","Q.9) How is W related to X?","mcq_no_correct_option;no_primary_tag","flagged","","","f62fb498-ea86-49f8-8bc3-4f77c9a485d6","",""
"question","336bf21b-6201-49e2-b33b-1e76fd0e0601","2020","10","Q.10) Which of the following breeds of sheep is famous for its finest carpet wool?","mcq_no_correct_option;no_primary_tag","flagged","","","cc9c9016-9240-4d13-956b-830ee380b547","",""
"question","e4da73f5-efc2-403d-b6c8-694168e5411b","2020","10","Q.10) How is V related to P?","mcq_no_correct_option;no_primary_tag","flagged","","","652eb8c7-a25a-48c1-b51d-ddf64f8ede1b","",""
"question","12a43f9a-cbdc-470f-9ad1-81bf1215fcd3","2020","11","Q.11) Which type of soil classification is acceptable for soils in India?","mcq_no_correct_option;no_primary_tag","flagged","","","644ad60a-a652-4609-870a-5ec437e0b2a0","",""
"question","c8682245-7013-4f4f-9b75-540a1e186463","2020","11","Q.11) What is the position of S, according to U in the arrangement?","mcq_no_correct_option;no_primary_tag","flagged","","","cd48d660-2fee-415a-8bd5-e6e78324d73c","",""
"question","cb98b623-c208-4efc-8235-54075f5239fa","2020","12","Q.12) Which type of soils occupy the maximum area in India?","mcq_no_correct_option;no_primary_tag","flagged","","","0ab1ed81-d4c6-42b0-82bf-77f64ab7a0e3","",""
"question","30c13cfa-7423-4059-abb4-73064c4c60da","2020","12","Q.12) Q is an immediate neighbour of whom among the following?","mcq_no_correct_option;no_primary_tag","flagged","","","cd48d660-2fee-415a-8bd5-e6e78324d73c","",""
"question","efb8b3a9-f6f0-4c18-9480-bd06519a2bdd","2020","13","Q.13) What is the soil order that is low in plant nutrients but high in Boron?","mcq_no_correct_option;no_primary_tag","flagged","","","644ad60a-a652-4609-870a-5ec437e0b2a0","",""
"question","93d72f0d-5615-4a41-ad07-eda062825f18","2020","13","Q.13) How many persons are sitting between the one who likes Orange and the one who likes Green?","mcq_no_correct_option;no_primary_tag","flagged","","","cd48d660-2fee-415a-8bd5-e6e78324d73c","",""
"question","953d413b-2af4-44f8-9a9c-e916e76838ae","2020","14","Q.14) What is the amount of soil moisture present in each volume of soil at a given time?","mcq_no_correct_option;no_primary_tag","flagged","","","91eef3ac-470a-4602-81fe-92922a5ec30c","",""
